structure_id,relative_cif_path,lower_rotation,displacement,upper_rotation,energy,delta_energy,pca_1,pca_2
L0_D7.2_U180,r0/t7.2/t7.2_180.cif,0.0,7.199999809265137,180.0,-936.1014404296875,0.5383599996566772,-0.981588555440359,0.6750645621827793
L0_D7.2_U20,r0/t7.2/t7.2_20.cif,0.0,7.199999809265137,20.0,-936.149658203125,0.4901300072669983,0.020121030572818555,1.7811949540912841
L0_D7.2_U200,r0/t7.2/t7.2_200.cif,0.0,7.199999809265137,200.0,-936.1697387695312,0.47009000182151794,-1.8791793241765193,0.9181281014987781
L0_D7.2_U220,r0/t7.2/t7.2_220.cif,0.0,7.199999809265137,220.0,-936.2457885742188,0.39399001002311707,-2.351217711747626,-0.6861172918966243
L0_D7.2_U240,r0/t7.2/t7.2_240.cif,0.0,7.199999809265137,240.0,-936.2835083007812,0.35627999901771545,-0.647505052767424,-0.11793815319860457
L0_D7.2_U260,r0/t7.2/t7.2_260.cif,0.0,7.199999809265137,260.0,-936.2553100585938,0.38449999690055847,0.6577473635002378,-1.360177520495145
L0_D7.2_U280,r0/t7.2/t7.2_280.cif,0.0,7.199999809265137,280.0,-936.2893676757812,0.3504199981689453,1.0191536068394245,-3.3911008199924266
L0_D7.2_U300,r0/t7.2/t7.2_300.cif,0.0,7.199999809265137,300.0,-936.2991333007812,0.34068000316619873,3.6311450023825804,-3.82008025985552
L0_D7.2_U320,r0/t7.2/t7.2_320.cif,0.0,7.199999809265137,320.0,-936.1744995117188,0.4652999937534332,0.891004484208546,-4.708539656908661
L0_D7.2_U340,r0/t7.2/t7.2_340.cif,0.0,7.199999809265137,340.0,-936.0950927734375,0.544730007648468,-2.3988873606796677,-2.2963447561743666
