,file_id,r_bottom,displacement,r_upper,energy_values_experimental,adjusted_energy
2326,r340_t3.6_t3.6_160_transformed.cif,340,3.6,160,-936.39902,0.2407800000000861
2327,r340_t3.6_t3.6_180_transformed.cif,340,3.6,180,-936.35949,0.2803099999999858
2328,r340_t3.6_t3.6_200_transformed.cif,340,3.6,200,-936.70242,-0.0626199999999244
2329,r340_t3.6_t3.6_20_transformed.cif,340,3.6,20,-936.04042,0.5993799999999965
2330,r340_t3.6_t3.6_220_transformed.cif,340,3.6,220,-936.85087,-0.2110699999999497
2331,r340_t3.6_t3.6_240_transformed.cif,340,3.6,240,-936.80123,-0.1614299999999957
2332,r340_t3.6_t3.6_260_transformed.cif,340,3.6,260,-936.45416,0.1856400000000349
2333,r340_t3.6_t3.6_280_transformed.cif,340,3.6,280,-936.32943,0.3103700000000344
2334,r340_t3.6_t3.6_300_transformed.cif,340,3.6,300,-936.61395,0.0258499999999912
2335,r340_t3.6_t3.6_320_transformed.cif,340,3.6,320,-936.52467,0.1151300000000219
2336,r340_t3.6_t3.6_340_transformed.cif,340,3.6,340,-936.5,0.1398000000000365
2337,r340_t3.6_t3.6_40_transformed.cif,340,3.6,40,-936.25447,0.3853300000000672
2338,r340_t3.6_t3.6_60_transformed.cif,340,3.6,60,-936.33129,0.3085100000000693
2339,r340_t3.6_t3.6_80_transformed.cif,340,3.6,80,-936.59956,0.0402400000000398
2340,r340_t4.8_t4.8_0_transformed.cif,340,4.8,0,-936.76586,-0.1260599999999385
2341,r340_t4.8_t4.8_100_transformed.cif,340,4.8,100,-936.82534,-0.1855399999999463
2342,r340_t4.8_t4.8_120_transformed.cif,340,4.8,120,-936.48789,0.1519100000000435
2343,r340_t4.8_t4.8_140_transformed.cif,340,4.8,140,-936.95475,-0.3149499999999534
2344,r340_t4.8_t4.8_160_transformed.cif,340,4.8,160,-936.55337,0.0864300000000639
2345,r340_t4.8_t4.8_180_transformed.cif,340,4.8,180,-936.31463,0.325170000000071
2346,r340_t4.8_t4.8_200_transformed.cif,340,4.8,200,-936.72998,-0.0901799999999184
2347,r340_t4.8_t4.8_20_transformed.cif,340,4.8,20,-936.03037,0.6094300000000885
2348,r340_t4.8_t4.8_220_transformed.cif,340,4.8,220,-936.79138,-0.1515799999999671
2349,r340_t4.8_t4.8_240_transformed.cif,340,4.8,240,-936.6348,0.0049999999999954
2350,r340_t4.8_t4.8_260_transformed.cif,340,4.8,260,-936.45652,0.1832800000000816
2351,r340_t4.8_t4.8_280_transformed.cif,340,4.8,280,-936.39388,0.2459200000000692
2352,r340_t4.8_t4.8_300_transformed.cif,340,4.8,300,-936.76624,-0.1264400000000023
2353,r340_t4.8_t4.8_320_transformed.cif,340,4.8,320,-936.63649,0.0033100000000558
2354,r340_t4.8_t4.8_340_transformed.cif,340,4.8,340,-936.69247,-0.0526699999999209
2355,r340_t4.8_t4.8_40_transformed.cif,340,4.8,40,-936.29843,0.3413699999999835
2356,r340_t4.8_t4.8_60_transformed.cif,340,4.8,60,-936.41321,0.2265899999999874
2357,r340_t4.8_t4.8_80_transformed.cif,340,4.8,80,-936.87895,-0.2391499999999951
2358,r340_t6.0_t6.0_0_transformed.cif,340,6.0,0,-936.09721,0.5425900000000183
2359,r340_t6.0_t6.0_100_transformed.cif,340,6.0,100,-936.85024,-0.2104399999999486
2360,r340_t6.0_t6.0_120_transformed.cif,340,6.0,120,-936.56919,0.0706099999999878
2361,r340_t6.0_t6.0_140_transformed.cif,340,6.0,140,-936.68555,-0.0457499999999981
2362,r340_t6.0_t6.0_160_transformed.cif,340,6.0,160,-936.20262,0.4371800000000121
2363,r340_t6.0_t6.0_180_transformed.cif,340,6.0,180,-936.28625,0.3535500000000411
2364,r340_t6.0_t6.0_200_transformed.cif,340,6.0,200,-936.62702,0.0127800000000206
2365,r340_t6.0_t6.0_20_transformed.cif,340,6.0,20,-936.10749,0.5323100000000522
2366,r340_t6.0_t6.0_220_transformed.cif,340,6.0,220,-936.60022,0.0395800000000008
2367,r340_t6.0_t6.0_240_transformed.cif,340,6.0,240,-936.54405,0.0957500000000664
2368,r340_t6.0_t6.0_260_transformed.cif,340,6.0,260,-936.45363,0.186170000000061
2369,r340_t6.0_t6.0_280_transformed.cif,340,6.0,280,-936.39808,0.2417199999999866
2370,r340_t6.0_t6.0_300_transformed.cif,340,6.0,300,-936.31639,0.3234100000000808
2371,r340_t6.0_t6.0_320_transformed.cif,340,6.0,320,-935.91642,0.7233800000000201
2372,r340_t6.0_t6.0_340_transformed.cif,340,6.0,340,-935.95089,0.6889100000000781
2373,r340_t6.0_t6.0_40_transformed.cif,340,6.0,40,-936.14479,0.495010000000093
2374,r340_t6.0_t6.0_60_transformed.cif,340,6.0,60,-936.64112,-0.0013199999999642
2375,r340_t6.0_t6.0_80_transformed.cif,340,6.0,80,-936.91758,-0.277780000000007
2376,r340_t7.2_t7.2_0_transformed.cif,340,7.2,0,-936.3515,0.2883000000000493
2377,r340_t7.2_t7.2_100_transformed.cif,340,7.2,100,-936.75889,-0.1190899999999146
2378,r340_t7.2_t7.2_120_transformed.cif,340,7.2,120,-936.44817,0.1916300000000319
2379,r340_t7.2_t7.2_140_transformed.cif,340,7.2,140,-936.32389,0.3159100000000308
2380,r340_t7.2_t7.2_160_transformed.cif,340,7.2,160,-936.11908,0.520719999999983
2381,r340_t7.2_t7.2_180_transformed.cif,340,7.2,180,-936.14745,0.4923499999999876
2382,r340_t7.2_t7.2_200_transformed.cif,340,7.2,200,-936.29818,0.3416200000000344
2383,r340_t7.2_t7.2_20_transformed.cif,340,7.2,20,-936.16661,0.4731900000000451
2384,r340_t7.2_t7.2_220_transformed.cif,340,7.2,220,-936.38693,0.2528700000000299
2385,r340_t7.2_t7.2_240_transformed.cif,340,7.2,240,-936.34614,0.2936600000000453
2386,r340_t7.2_t7.2_260_transformed.cif,340,7.2,260,-936.33082,0.3089800000000196
2387,r340_t7.2_t7.2_280_transformed.cif,340,7.2,280,-936.36267,0.2771300000000565
2388,r340_t7.2_t7.2_300_transformed.cif,340,7.2,300,-936.2619,0.3779000000000678
2389,r340_t7.2_t7.2_320_transformed.cif,340,7.2,320,-936.09555,0.5442500000000337
2390,r340_t7.2_t7.2_340_transformed.cif,340,7.2,340,-936.29782,0.341980000000035
2391,r340_t7.2_t7.2_40_transformed.cif,340,7.2,40,-936.1363,0.5035000000000309
2392,r340_t7.2_t7.2_60_transformed.cif,340,7.2,60,-936.28209,0.3577099999999973
2393,r340_t7.2_t7.2_80_transformed.cif,340,7.2,80,-936.87403,-0.2342299999999113
2394,r340_t8.4_t8.4_0_transformed.cif,340,8.4,0,-936.44356,0.1962399999999888
2395,r340_t8.4_t8.4_100_transformed.cif,340,8.4,100,-936.24518,0.3946200000000317
2396,r340_t8.4_t8.4_120_transformed.cif,340,8.4,120,-936.25121,0.388590000000022
2397,r340_t8.4_t8.4_140_transformed.cif,340,8.4,140,-936.26295,0.3768499999999903
2398,r340_t8.4_t8.4_160_transformed.cif,340,8.4,160,-936.15507,0.4847300000000132
2399,r340_t8.4_t8.4_180_transformed.cif,340,8.4,180,-935.94901,0.6907899999999927
2400,r340_t8.4_t8.4_200_transformed.cif,340,8.4,200,-936.25974,0.3800600000000713
2401,r340_t8.4_t8.4_20_transformed.cif,340,8.4,20,-936.22914,0.4106600000000071
2402,r340_t8.4_t8.4_220_transformed.cif,340,8.4,220,-936.25504,0.3847600000000284
2403,r340_t8.4_t8.4_240_transformed.cif,340,8.4,240,-936.28295,0.3568500000000085
2404,r340_t8.4_t8.4_260_transformed.cif,340,8.4,260,-936.30413,0.3356700000000501
2405,r340_t8.4_t8.4_280_transformed.cif,340,8.4,280,-936.3817,0.2581000000000131
2406,r340_t8.4_t8.4_300_transformed.cif,340,8.4,300,-936.38584,0.2539600000000064
2407,r340_t8.4_t8.4_320_transformed.cif,340,8.4,320,-936.45614,0.1836600000000317
2408,r340_t8.4_t8.4_340_transformed.cif,340,8.4,340,-936.45738,0.1824200000000928
2409,r340_t8.4_t8.4_40_transformed.cif,340,8.4,40,-936.14743,0.4923700000000508
2410,r340_t8.4_t8.4_60_transformed.cif,340,8.4,60,-936.09637,0.5434300000000576
2411,r340_t8.4_t8.4_80_transformed.cif,340,8.4,80,-936.35159,0.2882100000000491
2412,r340_t9.6_t9.6_0_transformed.cif,340,9.6,0,-936.43782,0.2019800000000486
2413,r340_t9.6_t9.6_100_transformed.cif,340,9.6,100,-936.28102,0.3587800000000243
2414,r340_t9.6_t9.6_120_transformed.cif,340,9.6,120,-936.2622,0.3776000000000294
2415,r340_t9.6_t9.6_140_transformed.cif,340,9.6,140,-936.15977,0.4800300000000561
2416,r340_t9.6_t9.6_160_transformed.cif,340,9.6,160,-935.96494,0.6748600000000806
2417,r340_t9.6_t9.6_180_transformed.cif,340,9.6,180,-935.93843,0.7013699999999972
2418,r340_t9.6_t9.6_200_transformed.cif,340,9.6,200,-936.25571,0.3840900000000147
2419,r340_t9.6_t9.6_20_transformed.cif,340,9.6,20,-936.2347,0.4051000000000613
2420,r340_t9.6_t9.6_220_transformed.cif,340,9.6,220,-936.29672,0.3430799999999863
2421,r340_t9.6_t9.6_240_transformed.cif,340,9.6,240,-936.21262,0.4271800000000212
2422,r340_t9.6_t9.6_260_transformed.cif,340,9.6,260,-936.18507,0.4547300000000405
2423,r340_t9.6_t9.6_280_transformed.cif,340,9.6,280,-936.39418,0.2456200000000308
2424,r340_t9.6_t9.6_300_transformed.cif,340,9.6,300,-936.47082,0.1689800000000332
2425,r340_t9.6_t9.6_320_transformed.cif,340,9.6,320,-936.51221,0.1275900000000547
2426,r340_t9.6_t9.6_340_transformed.cif,340,9.6,340,-936.47171,0.1680900000000065
2427,r340_t9.6_t9.6_40_transformed.cif,340,9.6,40,-936.09603,0.543769999999995
2428,r340_t9.6_t9.6_60_transformed.cif,340,9.6,60,-935.95122,0.6885800000000017
2429,r340_t9.6_t9.6_80_transformed.cif,340,9.6,80,-936.23698,0.4028200000000197
2430,r40_t0_t0_0_transformed.cif,40,0.0,0,-936.41911,0.2206899999999905
2431,r40_t0_t0_100_transformed.cif,40,0.0,100,-936.30358,0.3362200000000257
2432,r40_t0_t0_120_transformed.cif,40,0.0,120,-936.17659,0.4632100000000037
2433,r40_t0_t0_140_transformed.cif,40,0.0,140,-936.09465,0.5451500000000351
2434,r40_t0_t0_160_transformed.cif,40,0.0,160,-936.06911,0.5706900000000132
2435,r40_t0_t0_180_transformed.cif,40,0.0,180,-936.13732,0.5024799999999914
2436,r40_t0_t0_200_transformed.cif,40,0.0,200,-936.10855,0.53125
2437,r40_t0_t0_20_transformed.cif,40,0.0,20,-936.25003,0.3897699999999986
2438,r40_t0_t0_220_transformed.cif,40,0.0,220,-936.13665,0.5031500000000051
2439,r40_t0_t0_240_transformed.cif,40,0.0,240,-936.15767,0.4821299999999837
2440,r40_t0_t0_260_transformed.cif,40,0.0,260,-936.18821,0.4515900000000101
2441,r40_t0_t0_280_transformed.cif,40,0.0,280,-936.17167,0.4681300000000874
2442,r40_t0_t0_300_transformed.cif,40,0.0,300,-936.24374,0.396060000000034
2443,r40_t0_t0_320_transformed.cif,40,0.0,320,-936.48917,0.1506300000000919
2444,r40_t0_t0_340_transformed.cif,40,0.0,340,-936.7722,-0.1323999999999614
2445,r40_t0_t0_40_transformed.cif,40,0.0,40,-936.16115,0.478650000000016
2446,r40_t0_t0_60_transformed.cif,40,0.0,60,-936.22624,0.413560000000075
2447,r40_t0_t0_80_transformed.cif,40,0.0,80,-936.30568,0.3341199999999844
2448,r40_t1.2_t1.2_0_transformed.cif,40,1.2,0,-936.10312,0.5366800000000467
2449,r40_t1.2_t1.2_100_transformed.cif,40,1.2,100,-936.27662,0.3631800000000567
2450,r40_t1.2_t1.2_120_transformed.cif,40,1.2,120,-936.23367,0.4061300000000756
2451,r40_t1.2_t1.2_140_transformed.cif,40,1.2,140,-936.14012,0.4996800000000121
2452,r40_t1.2_t1.2_160_transformed.cif,40,1.2,160,-936.09475,0.5450500000000602
2453,r40_t1.2_t1.2_180_transformed.cif,40,1.2,180,-936.11605,0.5237500000000637
2454,r40_t1.2_t1.2_200_transformed.cif,40,1.2,200,-936.15047,0.4893299999999954
2455,r40_t1.2_t1.2_20_transformed.cif,40,1.2,20,-936.06391,0.5758900000000722
2456,r40_t1.2_t1.2_220_transformed.cif,40,1.2,220,-936.20659,0.4332100000000309
2457,r40_t1.2_t1.2_240_transformed.cif,40,1.2,240,-936.23312,0.4066800000000512
2458,r40_t1.2_t1.2_260_transformed.cif,40,1.2,260,-936.25266,0.3871400000000449
2459,r40_t1.2_t1.2_280_transformed.cif,40,1.2,280,-936.18013,0.4596700000000737
2460,r40_t1.2_t1.2_300_transformed.cif,40,1.2,300,-936.19522,0.4445800000000872
2461,r40_t1.2_t1.2_320_transformed.cif,40,1.2,320,-936.23573,0.404070000000047
2462,r40_t1.2_t1.2_340_transformed.cif,40,1.2,340,-936.17206,0.4677400000000489
2463,r40_t1.2_t1.2_40_transformed.cif,40,1.2,40,-936.08985,0.5499500000000808
2464,r40_t1.2_t1.2_60_transformed.cif,40,1.2,60,-936.21273,0.4270700000000715
2465,r40_t1.2_t1.2_80_transformed.cif,40,1.2,80,-936.28172,0.3580800000000863
2466,r40_t2.4_t2.4_0_transformed.cif,40,2.4,0,-936.0848,0.5550000000000637
2467,r40_t2.4_t2.4_100_transformed.cif,40,2.4,100,-936.24372,0.3960799999999835
2468,r40_t2.4_t2.4_120_transformed.cif,40,2.4,120,-936.30182,0.3379800000000159
2469,r40_t2.4_t2.4_140_transformed.cif,40,2.4,140,-936.20219,0.4376100000000633
2470,r40_t2.4_t2.4_160_transformed.cif,40,2.4,160,-936.13327,0.5065299999999979
2471,r40_t2.4_t2.4_180_transformed.cif,40,2.4,180,-936.12496,0.5148400000000493
2472,r40_t2.4_t2.4_200_transformed.cif,40,2.4,200,-936.11741,0.5223900000000867
2473,r40_t2.4_t2.4_20_transformed.cif,40,2.4,20,-936.05632,0.5834800000000087
2474,r40_t2.4_t2.4_220_transformed.cif,40,2.4,220,-936.1549,0.4849000000000387
2475,r40_t2.4_t2.4_240_transformed.cif,40,2.4,240,-936.52532,0.1144800000000714
2476,r40_t2.4_t2.4_260_transformed.cif,40,2.4,260,-936.27302,0.3667800000000625
2477,r40_t2.4_t2.4_280_transformed.cif,40,2.4,280,-936.17332,0.4664800000000468
2478,r40_t2.4_t2.4_300_transformed.cif,40,2.4,300,-936.19755,0.4422500000000582
2479,r40_t2.4_t2.4_320_transformed.cif,40,2.4,320,-936.23133,0.4084700000000794
2480,r40_t2.4_t2.4_340_transformed.cif,40,2.4,340,-936.11962,0.5201799999999821
2481,r40_t2.4_t2.4_40_transformed.cif,40,2.4,40,-936.08871,0.5510900000000447
2482,r40_t2.4_t2.4_60_transformed.cif,40,2.4,60,-936.1769,0.4628999999999905
2483,r40_t2.4_t2.4_80_transformed.cif,40,2.4,80,-936.25079,0.3890099999999847
2484,r40_t3.6_t3.6_0_transformed.cif,40,3.6,0,-936.11517,0.5246300000000019
2485,r40_t3.6_t3.6_100_transformed.cif,40,3.6,100,-936.23019,0.4096100000000433
2486,r40_t3.6_t3.6_120_transformed.cif,40,3.6,120,-936.36507,0.2747300000000905
2487,r40_t3.6_t3.6_140_transformed.cif,40,3.6,140,-936.22126,0.4185400000000072
2488,r40_t3.6_t3.6_160_transformed.cif,40,3.6,160,-936.12813,0.511669999999981
2489,r40_t3.6_t3.6_180_transformed.cif,40,3.6,180,-936.07568,0.5641200000000026
